"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","status","price_diff","last_points"
"leo-moura",37701,"Léo Moura","284","lat",6.45,2.56111111111111,0.961111111111111,0.246328830911957,18,3.04615384615385,1.3,0.111111111111111,0.5,0.833333333333333,2.27777777777778,0.0555555555555556,0.0555555555555556,0.777777777777778,0.111111111111111,0,0,0,"Provável",1.11,7.2
"marcelo-boeck",37788,"Marcelo Boeck","356","gol",4.9,4.075,2.825,0.320353006360443,8,6.83333333333333,2.42,0,0.125,0,0.375,0,0,0.125,0,0,1.875,0,"Provável",-0.47,7
"edinho",37792,"Edinho","354","mei",1.89,-1.4,-1.4,0.374314554818218,2,-0.8,-2,0,0.5,0,3,0,0,1,0,0,0,0,"Nulo",-0.74,-2
"rafael-sobis",37798,"Rafael Sobis","285","ata",6.65,3.2,3.2,1.74696144371287,18,5.5625,1.31,2,1.16666666666667,0.555555555555556,1.27777777777778,0.166666666666667,0,0.611111111111111,0.944444444444444,0.111111111111111,0,0,"Nulo",0.03,-0.3
"anderson",38001,"Anderson","265","gol",2.08,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,"Provável",-1.92,-1
"fernando-prass",38140,"Fernando Prass","275","gol",6.94,4.5,2,-1.96401921168536,2,5,4,0,0,0,0,0,0,0,0,0,1,0,"Nulo",-0.13,4
"rafinha",38144,"Rafinha","262","lat",10.18,4.07894736842105,1.71052631578947,0.483668450367117,19,4.13636363636364,4,0.210526315789474,1.78947368421053,1.15789473684211,1.73684210526316,0.263157894736842,0.0526315789473684,0.842105263157895,0.0526315789473684,0,0,0,"Dúvida",1.27,6.7
"fred",38162,"Fred","283","ata",5.66,1.55666666666667,1.55666666666667,-0.22410518128403,30,1.5,1.63076923076923,1.23333333333333,1.96666666666667,0.166666666666667,1.9,0.1,0.466666666666667,1.36666666666667,0.533333333333333,0.166666666666667,0,0,"Provável",0.66,2
"maicon",38196,"Maicon","284","mei",8.09,2.9,2.9,-0.839820285481717,15,2.7,4.2,0.666666666666667,1.53333333333333,1.06666666666667,2.73333333333333,0.2,0,0.866666666666667,0.266666666666667,0.2,0,0,"Provável",0.6,4.8
"fabio-santos",38229,"Fábio Santos","282","lat",10.45,2.77241379310345,1.73793103448276,0.888419371455191,29,4.56923076923077,1.3125,0.448275862068966,1.24137931034483,0.724137931034483,1.58620689655172,0.0344827586206897,0.0689655172413793,0.724137931034483,0.103448275862069,0.137931034482759,0,0,"Suspenso",0.84,7
"diego-tardelli",38231,"Diego Tardelli","284","ata",7.86,1.82758620689655,1.82758620689655,0.985705816992045,29,2.975,0.415384615384615,0.931034482758621,0.96551724137931,0.586206896551724,2.10344827586207,0.0344827586206897,0.206896551724138,0.862068965517241,0.241379310344828,0.137931034482759,0,0,"Nulo",0.82,1.5
"thiago-neves",38277,"Thiago Neves","283","mei",8.83,4.35,4.35,1.15938013828376,28,5.6125,2.66666666666667,2.39285714285714,1.07142857142857,0.571428571428571,2.35714285714286,0.178571428571429,0.0714285714285714,1.14285714285714,1.28571428571429,0.214285714285714,0,0,"Provável",-0.68,1.8
"wellington-paulista",38279,"Wellington Paulista","356","ata",11.69,4.82666666666667,4.82666666666667,1.23954622837852,30,6.49285714285714,3.36875,1.76666666666667,2,0.466666666666667,1.33333333333333,0.1,0.433333333333333,1.4,0.733333333333333,0.433333333333333,0,0,"Provável",0.43,4.3
"roger",38287,"Roger","354","ata",5.39,2.75,2.75,0,2,0,2.75,0.5,0,0.5,0,0,0,1,0,0,0,0,"Nulo",-0.25,2.5
"marcio-araujo",38311,"Márcio Araújo","315","mei",8.73,2.67352941176471,2.67352941176471,0.302894858329986,34,3.19411764705882,2.15294117647059,0.382352941176471,1.14705882352941,1.88235294117647,1.17647058823529,0,0,1.44117647058824,0.235294117647059,0,0,0,"Provável",-0.48,2.2
"jadson",38315,"Jadson","264","mei",3.37,0.16875,0.16875,0.179453407609586,16,0.6,-0.166666666666667,0.625,0.5625,0.0625,1.4375,0.0625,0,0.1875,0.5,0,0,0,"Nulo",0.51,4
"adriano",38336,"Adriano","293","lat",9.44,3.18,1.18,0.978169978036174,10,4.8,-0.6,0.2,1.4,0.9,2,0.1,0,0.4,0.1,0.1,0,0,"Nulo",-0.28,4.4
"thiago-heleno",38394,"Thiago Heleno","293","zag",2.88,2.79333333333333,0.793333333333333,-0.0703685759912237,15,3.65555555555556,1.5,0.733333333333333,1.86666666666667,1,1.4,0,0,1,0.333333333333333,0,0,0,"Provável",0.44,6.4
"rafinha",38421,"Rafinha","283","mei",6.73,2.7,2.7,0,1,0,2.7,0,0,2,1,0,0,0,0,0,0,0,"Nulo",-0.27,2.7
"diego-cavalieri",38431,"Diego Cavalieri","263","gol",6.16,6.025,6.025,-2.46166460301817,8,2.83333333333333,7.94,0,0.125,0,0.125,0,0,0,0,0,2.875,0,"Nulo",-0.19,4
"carlinhos",38451,"Carlinhos","341","lat",7.16,4.10769230769231,2.56923076923077,1.28059184301931,26,6.48461538461539,1.73076923076923,0.730769230769231,0.923076923076923,1.57692307692308,2.26923076923077,0,0.0769230769230769,0.923076923076923,0.423076923076923,0.0769230769230769,0,0,"Nulo",-0.36,-2
"leandro-castan",38505,"Leandro Castan","267","zag",10.48,3.455,1.705,0.409914187481333,20,3.88333333333333,2.8125,0.45,1.35,1.2,1.2,0.05,0.1,1,0.2,0.1,0,0,"Provável",0.58,8
"diego-alves",38509,"Diego Alves","262","gol",8.41,4.95333333333333,2.78666666666667,-1.2967268490602,30,3.4875,6.62857142857143,0,0,0.0666666666666667,0.6,0,0,0.133333333333333,0,0,1.26666666666667,0.0666666666666667,"Provável",0.44,0.4
"marquinhos-silva",38515,"Marquinhos Silva","314","zag",5.34,1.99444444444444,1.43888888888889,0.559182822682817,18,2.24444444444444,1.74444444444444,0.555555555555556,1.22222222222222,1.22222222222222,1.44444444444444,0,0.0555555555555556,0.555555555555556,0.5,0,0,0,"Provável",-0.69,-1
"edilson",38523,"Edílson","283","lat",4.56,2.26153846153846,0.723076923076923,1.35236762061539,13,5.8,0.05,0.538461538461538,1.76923076923077,1.38461538461538,2.07692307692308,0,0,0.846153846153846,0.384615384615385,0,0,0,"Suspenso",-1.56,-2.8
"felipe-melo",38545,"Felipe Melo","275","mei",6.61,2.6578947368421,2.65789473684211,-0.0873564708760789,19,2.74,2.56666666666667,1.15789473684211,2.21052631578947,1.42105263157895,2.15789473684211,0.0526315789473684,0.0526315789473684,1.36842105263158,0.789473684210526,0.157894736842105,0,0,"Nulo",-0.43,1.3
"nilton",38573,"Nilton","341","mei",3.27,1.725,1.725,1.5421966392972,12,3.94,0.142857142857143,0.5,1.16666666666667,1.08333333333333,1.16666666666667,0,0,0.75,0.333333333333333,0.0833333333333333,0,0,"Provável",-1.68,3.2
"matheus-ferraz",38632,"Matheus Ferraz","266","zag",6.23,3.55714285714286,3.55714285714286,-1.78414738349278,7,1.5,5.1,1.14285714285714,1.14285714285714,1.57142857142857,0.857142857142857,0,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0,0,"Dúvida",-0.48,1.7
"hernanes",38648,"Hernanes","276","mei",12.79,3.352,3.352,-0.072445018452321,25,3.44285714285714,3.23636363636364,1.2,1.08,0.96,1.04,0.16,0.04,0.96,0.6,0.08,0,0,"Nulo",-0.35,0
"douglas",38738,"Douglas","314","mei",5.08,0.275,0.275,0.171958748101562,12,0.65,-0.1,0.583333333333333,0.333333333333333,0.166666666666667,2.83333333333333,0.0833333333333333,0.166666666666667,0.666666666666667,0.5,0,0,0,"Contundido",0.92,5.1
"filipe-luis",38750,"Filipe Luís","262","lat",12.28,5.42142857142857,3.27857142857143,-0.457592650572479,14,6.125,4.48333333333333,0.0714285714285714,1.78571428571429,3,2.57142857142857,0,0,0.714285714285714,0,0,0,0,"Provável",-1.27,-0.5
"diego",38909,"Diego","262","mei",7.22,2.3,2.3,0.296869739901966,15,2.71111111111111,1.68333333333333,1.53333333333333,1.4,0.6,2.33333333333333,0.0666666666666667,0,1.93333333333333,0.666666666666667,0.0666666666666667,0,0,"Nulo",2.12,15.6
"ricardo-oliveira",38910,"Ricardo Oliveira","282","ata",12.31,2.635,2.635,1.70086928773852,20,5.125,0.975,1.3,0.75,0.3,0.55,0.1,0.1,0.85,0.7,0.1,0,0,"Nulo",-0.32,0
"nene",38913,"Nenê","266","mei",6.25,2.176,2.176,0.395933764937518,25,2.825,1.57692307692308,1.12,1.04,0.64,3.08,0.08,0.08,1.52,0.8,0.12,0,0,"Provável",0.63,2.5
"daniel-alves",38939,"Daniel Alves","276","lat",15.91,5.21578947368421,3.63684210526316,-0.0353934982871106,19,5.45555555555556,5,1.15789473684211,2.63157894736842,1.78947368421053,3.68421052631579,0.157894736842105,0.263157894736842,2.21052631578947,0.684210526315789,0.105263157894737,0,0,"Nulo",1.06,6.4
"vagner-love",38959,"Vagner Love","264","ata",5.36,2.136,2.256,0.142556622339312,25,2.58461538461538,1.65,0.84,1.36,0.56,1.32,0,0.36,1.44,0.44,0.2,0,0,"Nulo",0.25,2
"renato",39572,"Renato","315","ata",5.15,2.29333333333333,2.29333333333333,-0.412624693524333,15,2,2.55,0.866666666666667,0.666666666666667,0.8,1,0,0,2.2,0.533333333333333,0,0,0,"Contundido",-0.42,1.9
"willian",42116,"Willian","275","ata",7.66,2.28,2.28,0.150837434942584,20,2.66666666666667,1.96363636363636,0.95,0.9,0.3,1.35,0.05,0.25,0.9,0.3,0.2,0,0,"Suspenso",0.78,2.2
"egidio",42145,"Egídio","283","lat",7.47,3.384,1.784,0.241746681442515,25,4.56363636363636,2.45714285714286,0.64,1.56,1.64,2.92,0.04,0.04,0.92,0.32,0,0,0,"Suspenso",-1.6,-7.7
"andre-moritz",42208,"André Moritz","314","mei",1.88,-0.675,-0.675,-1.10962802777059,4,-1.2,0.9,1,0.5,0.25,2.75,0,0,0.5,0.75,0,0,0,"Suspenso",-1.76,-6.1
"osvaldo",42222,"Osvaldo","356","ata",6,3.25161290322581,3.25161290322581,0.835236114561711,31,4.4,2.175,1.12903225806452,0.967741935483871,0.451612903225806,1.25806451612903,0.161290322580645,0.032258064516129,0.645161290322581,0.580645161290323,0.193548387096774,0,0,"Provável",-1.73,0
"amaral",42232,"Amaral","315","mei",2.91,0.664285714285714,0.664285714285714,-0.822957301588663,14,0.0375000000000001,1.5,0.357142857142857,1.57142857142857,1,0.5,0,0,0.214285714285714,0.285714285714286,0,0,0,"Nulo",0.47,2.2
"cassio",42234,"Cássio","264","gol",9.12,3.5448275862069,1.30344827586207,1.34690722583097,29,6.25714285714286,1.01333333333333,0,0.241379310344828,0,0.482758620689655,0,0,0.241379310344828,0,0,1.10344827586207,0.0344827586206897,"Provável",-0.08,8
"madson",42467,"Madson","341","mei",6.21,1.8,1.8,0.224421364657732,6,2.23333333333333,1.36666666666667,1.16666666666667,0.333333333333333,0.5,2.33333333333333,0,0,1.83333333333333,1,0,0,0,"Nulo",-0.25,1.5
"mauricio-ramos",42477,"Maurício Ramos","315","zag",6.86,2.5875,0.7125,0.880953537560659,16,4.66666666666667,1.34,0.3125,1.3125,0.5625,1.0625,0,0,0.5625,0.125,0.0625,0,0,"Provável",2.66,15.7
"marcio-azevedo",42491,"Márcio Azevedo","293","lat",6.02,3.12692307692308,0.819230769230769,0.31641831011873,26,4.35625,1.16,0.269230769230769,1.73076923076923,0.846153846153846,2.23076923076923,0.115384615384615,0.115384615384615,0.923076923076923,0.192307692307692,0.0384615384615385,0,0,"Nulo",-1.81,1.9
"bruno",42499,"Bruno","285","lat",4.24,2.35,-0.15,1.06981895716287,8,6.56666666666667,-0.18,0.125,1.125,0.875,1.875,0,0,0.625,0.125,0,0,0,"Nulo",-0.38,-0.6
"fagner",42500,"Fagner","264","lat",13.37,5.08888888888889,2.86666666666667,0.33280567138916,27,6.61428571428571,3.44615384615385,0.444444444444444,1.22222222222222,1.81481481481481,3.18518518518519,0.111111111111111,0,1.55555555555556,0.185185185185185,0.037037037037037,0,0,"Provável",0.88,6.8
"rhodolfo",42501,"Rhodolfo","262","zag",3.65,1.74444444444444,0.0777777777777777,0.456755809406485,9,1,2.11666666666667,0.333333333333333,1.44444444444444,0.444444444444444,0.777777777777778,0,0,0.111111111111111,0.222222222222222,0,0,0,"Nulo",0.01,-0.8
"ernando",49651,"Ernando","265","zag",10.78,4.6375,2.1375,-0.918514210315972,8,3.8,5.475,0.25,0.25,0.5,0.375,0,0,0.5,0,0.125,0,0,"Provável",0.87,8.2
"julio-cesar",49673,"Júlio César","284","gol",6.29,4.3375,3.0875,0.659111616123141,8,4.23333333333333,4.4,0,0,0,0.125,0,0,0,0,0,2.125,0,"Nulo",-1.64,2
"alexandre-pato",49675,"Alexandre Pato","276","ata",8.27,3.8,3.8,0.256273667566835,20,4.175,3.2375,1.9,1.05,0.7,1.85,0,0.65,1.45,1,0.25,0,0,"Nulo",-0.56,-1.8
"wilson",50284,"Wilson","282","gol",4.21,1.96666666666667,1.96666666666667,-1.0196921136743,3,0.7,2.6,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2.66666666666667,0,"Dúvida",-0.44,0.7
"ramires",50293,"Ramires","275","mei",5.74,1.38333333333333,1.38333333333333,0.0932648232673066,6,1.575,1,0.666666666666667,0.666666666666667,0.5,0.166666666666667,0,0,0.833333333333333,0.5,0,0,0,"Nulo",-0.58,0
"guilherme",50294,"Guilherme","266","mei",2.04,-0.525,-0.525,0.299367959737974,8,0.25,-0.783333333333333,0.375,1.125,0.25,0.875,0,0,0.375,0.375,0,0,0,"Suspenso",-0.66,-3
"everton",50301,"Everton","276","mei",7.34,1.7,1.7,0.245834677537801,16,2.21428571428571,1.3,0.4375,2.1875,1.125,1.9375,0.125,0.4375,1.375,0.1875,0.0625,0,0,"Contundido",-0.35,2.5
"adilson",50307,"Adilson","282","mei",8.75,5.54,5.54,0,5,5.54,0,0.6,1,2.8,0.6,0,0,0.8,0.4,0.2,0,0,"Nulo",0.13,9.1
"elicarlos",50313,"Elicarlos","315","mei",5.01,1.05555555555556,1.05555555555556,-0.594994741552924,18,0.577777777777778,1.53333333333333,0.722222222222222,1.55555555555556,1,1.5,0,0,1.11111111111111,0.555555555555556,0,0,0,"Provável",0.43,5.2
"david-braz",50317,"David Braz","284","zag",9.67,5.44444444444445,3.77777777777778,0.644122297107091,18,6.34444444444444,4.54444444444444,1.05555555555556,0.833333333333333,1.44444444444444,1.05555555555556,0.111111111111111,0,0.111111111111111,0.722222222222222,0.111111111111111,0,0,"Nulo",0.36,7.5
"hudson",50324,"Hudson","276","mei",8.73,2.075,2.075,-0.749884371385426,16,1.425,2.725,0.375,1.8125,1.4375,1.125,0.0625,0.0625,0.625,0.0625,0.0625,0,0,"Nulo",-0.16,1
"kayke",50402,"Kayke","290","ata",7.74,3.81666666666667,3.81666666666667,0.849850700602359,18,4.82,2.5625,1.66666666666667,1.11111111111111,0.222222222222222,1.72222222222222,0.166666666666667,0.277777777777778,0.444444444444444,0.944444444444444,0.333333333333333,0,0,"Provável",0.43,2.9
"marquinho",50407,"Marquinho","267","mei",3.99,0.616666666666667,1.01666666666667,-0.000418420582997022,6,1.2,0.0333333333333333,0.5,1.66666666666667,1,1.16666666666667,0,0.166666666666667,0.5,0.166666666666667,0,0,0,"Nulo",-0.68,-0.8
"leo",50459,"Léo","283","zag",6.51,1.8,0.917647058823529,0.0851456088002803,17,3.0875,0.655555555555556,0.117647058823529,1.29411764705882,1.11764705882353,1.05882352941176,0,0,0.352941176470588,0.0588235294117647,0,0,0,"Provável",0.46,4.2
"eduardo",50645,"Eduardo","315","lat",9.61,3.47826086956522,1.77391304347826,-0.114452547558936,23,3.68461538461538,3.21,0.391304347826087,1.34782608695652,1.43478260869565,2.78260869565217,0.0869565217391304,0,1.08695652173913,0.304347826086957,0,0,0,"Provável",0.54,9.9
"henrique",50856,"Henrique","264","zag",6.9,3.46,-0.54,-0.172795589267556,5,4.45,2.8,0,0.6,0,0.8,0,0,0,0,0,0,0,"Provável",-0.93,-0.5
"pedro-ken",50877,"Pedro Ken","354","mei",2.99,1.22666666666667,1.22666666666667,-0.516211594581669,15,0.8625,1.64285714285714,0.133333333333333,1.33333333333333,1.13333333333333,0.466666666666667,0,0.0666666666666667,1.06666666666667,0.0666666666666667,0,0,0,"Provável",-0.07,1.5
"apodi",51042,"Apodi","341","lat",5.8,2.76875,1.51875,0.465661228351313,32,3.64705882352941,1.77333333333333,1,1.78125,0.40625,1.65625,0.03125,0.40625,1.5,0.4375,0.125,0,0,"Provável",-0.39,0.9
"rafael-pereira",51194,"Rafael Pereira","315","zag",4.09,1.06,0.593333333333333,-0.220261766151709,15,0.544444444444445,1.83333333333333,0.133333333333333,0.6,0.6,1.4,0,0,0.4,0,0.0666666666666667,0,0,"Nulo",0.39,2.2
"walter",51413,"Walter","264","gol",8.36,7.21666666666667,5.55,-3.1481754139532,6,3.9,10.5333333333333,0,0,0,0.666666666666667,0,0,0.166666666666667,0,0,2.16666666666667,0.166666666666667,"Provável",1.08,10.4
"roger-carvalho",51415,"Roger Carvalho","356","zag",4.09,1.06363636363636,0.154545454545455,0.0205666260394711,11,1.38,0.8,0.272727272727273,0.454545454545455,0.454545454545455,2.18181818181818,0,0,0.272727272727273,0.272727272727273,0,0,0,"Dúvida",-0.35,1.3
"tiago-alves",51495,"Tiago Alves","354","zag",5.5,2.02857142857143,1.07619047619048,-0.0772386805402458,21,3.7625,1.06666666666667,0.285714285714286,0.761904761904762,0.619047619047619,1.33333333333333,0.0476190476190476,0.0952380952380952,0.19047619047619,0.0952380952380952,0.0476190476190476,0,0,"Nulo",-0.1,0
"adalberto",51549,"Adalberto","356","zag",1.72,-2.8,-2.8,0,1,0,-2.8,0,2,0,1,0,0,0,0,0,0,0,"Nulo",-1.28,-2.8
"thiago-carleto",51700,"Thiago Carleto","354","lat",7.54,3.5,0.5,0.171958748101562,5,4.4,-0.1,1,0.8,0.4,3.4,0,0,0.4,0.2,0,0,0,"Provável",0.1,7.1
"everton-ribeiro",51772,"Everton Ribeiro","262","mei",12.28,3.53,3.53,1.0488339105404,30,4.7,2,1,1,1.23333333333333,2.93333333333333,0.233333333333333,0.0333333333333333,1.6,0.566666666666667,0.0333333333333333,0,0,"Provável",-0.34,5.6
"ralf",52190,"Ralf","264","mei",9.98,4.33181818181818,4.33181818181818,0.304818621198356,22,4.85454545454545,3.80909090909091,0.272727272727273,1.09090909090909,2.59090909090909,1.09090909090909,0,0,1.40909090909091,0.0909090909090909,0.0454545454545455,0,0,"Nulo",-0.19,0
"rever",52253,"Réver","282","zag",12.41,4.43214285714286,3.18214285714286,0.491231243143397,28,5.52666666666667,3.16923076923077,0.785714285714286,0.5,1.5,1.5,0.0714285714285714,0.0714285714285714,0.714285714285714,0.5,0.0357142857142857,0,0,"Nulo",0.77,6
"bruno-cesar",52558,"Bruno César","267","mei",5.81,1.10833333333333,1.10833333333333,-0.783610339171535,12,0.65,2.025,0.333333333333333,0.666666666666667,0.25,0.916666666666667,0,0.0833333333333333,1,0.166666666666667,0.166666666666667,0,0,"Provável",0.15,1.5
"anderson-martins",52618,"Anderson Martins","276","zag",3.52,2.04,0.04,0.0445495364651487,10,2.03333333333333,2.04285714285714,0,1.7,1.3,1.2,0,0,0.1,0,0,0,0,"Nulo",0.49,3.4
"gilson",52674,"Gilson","263","lat",5.35,1.67777777777778,0.288888888888889,-1.16160397812494,18,0.790909090909091,3.07142857142857,0.0555555555555556,1.38888888888889,1.05555555555556,2.05555555555556,0.0555555555555556,0,0.888888888888889,0.0555555555555556,0,0,0,"Dúvida",1,5
"victor",52950,"Victor","282","gol",6.56,3.32222222222222,2.76666666666667,-2.47890231988663,9,1.48,5.625,0,0.111111111111111,0,0.777777777777778,0,0,0,0,0,1.88888888888889,0,"Provável",-1.02,-2.3
"elias",54395,"Elias","282","mei",8.31,1.4375,1.4375,-0.0824314089136628,24,1.51428571428571,1.33,0.625,1.375,1.16666666666667,2.625,0.0416666666666667,0,0.708333333333333,0.333333333333333,0.0416666666666667,0,0,"Contundido",0.11,1.8
"derley",60791,"Derley","356","mei",3.01,-0.2,-0.2,-0.105343653695337,4,-0.166666666666667,-0.3,0,0.5,0.25,0.25,0,0,0.25,0,0,0,0,"Nulo",0.05,0.5
"dede",60819,"Dedé","283","zag",14.63,5.08,3.08,0.414286072194347,20,7.67777777777778,2.95454545454545,0.65,0.8,1.4,2.25,0,0,1.05,0.3,0.15,0,0,"Contundido",-1.18,0
"uendel",60852,"Uendel","285","lat",3.13,2.66,1.16,0.921197588009808,20,4.15555555555556,1.43636363636364,0.4,1.5,1.3,2.25,0.1,0.25,0.25,0.3,0,0,0,"Suspenso",-0.7,-2.5
"patric",60969,"Patric","282","lat",5.24,2.34347826086957,1.03913043478261,-1.22068525502586,23,1.58333333333333,3.17272727272727,0.826086956521739,1.69565217391304,1.04347826086957,2.52173913043478,0.0869565217391304,0.130434782608696,0.347826086956522,0.521739130434783,0.0434782608695652,0,0,"Suspenso",1.8,7.8
"rodriguinho",61033,"Rodriguinho","283","mei",5.52,2.48,2.48,1.01136061300028,5,4.05,1.43333333333333,1,1,0.8,1.8,0,0.2,1.4,0.6,0.2,0,0,"Provável",0.15,1.3
"lucca",61149,"Lucca","265","ata",5.45,1.98125,1.98125,0.00894990380203346,16,2.175,1.7875,1.25,1,0.625,1.3125,0,0.0625,1.625,0.625,0,0,0,"Provável",0.66,3.5
"gilberto",61188,"Gilberto","265","ata",17.34,6.17741935483871,6.17741935483871,0.349394811954035,31,6.73125,5.58666666666667,2.12903225806452,1.06451612903226,0.741935483870968,1.29032258064516,0.0967741935483871,0.258064516129032,0.67741935483871,1.03225806451613,0.451612903225806,0,0,"Provável",0.15,9.8
"airton",61985,"Airton","266","mei",2.06,-0.11,-0.11,0.404293192850315,10,0.65,-0.616666666666667,0,1.3,0.6,0.7,0,0,1.2,0,0,0,0,"Nulo",-0.31,0
"camilo",62009,"Camilo","315","mei",6.86,2.47037037037037,2.47037037037037,-0.0108780003359541,27,2.63571428571429,2.29230769230769,1.2962962962963,1.33333333333333,0.777777777777778,1.96296296296296,0.148148148148148,0.185185185185185,0.888888888888889,0.740740740740741,0.037037037037037,0,0,"Provável",0.47,3.1
"d-alessandro",62023,"D'Alessandro","285","mei",5.92,0.927272727272727,0.927272727272727,0.421972902458987,22,1.46153846153846,0.155555555555556,1.13636363636364,0.681818181818182,0.409090909090909,3.68181818181818,0.0909090909090909,0.318181818181818,1,0.5,0.0454545454545455,0,0,"Provável",-0.16,2.2
"fernandao",62033,"Fernandão","265","ata",6.02,2.01666666666667,2.09333333333333,-1.15709420465475,30,1.08333333333333,3.41666666666667,1.13333333333333,0.5,0.2,0.5,0,0.3,0.633333333333333,0.666666666666667,0.166666666666667,0,0,"Nulo",-0.16,-0.3
"jean",62047,"Jean","275","mei",4.29,0.65,0.65,0.110502540135763,8,0.88,0.266666666666667,0.125,0.25,0.125,0.875,0.125,0,0.25,0.125,0,0,0,"Nulo",0.79,5.5
"leandro-souza",62057,"Leandro Souza","341","zag",2.5,-0.8,-0.8,0,2,-0.8,0,0.5,1,0,0.5,0,0,0,0,0,0,0,"Nulo",-1.12,-1.6
"para",62086,"Pará","277","lat",4.09,1.8,0.329411764705882,-0.0129095197630375,17,2.15555555555556,1.4,0.0588235294117647,1.47058823529412,1.11764705882353,1.11764705882353,0,0,0.588235294117647,0.0588235294117647,0,0,0,"Nulo",0.57,-1.1
"robinho",62104,"Robinho","283","mei",5.01,0.555555555555556,0.555555555555556,0.162965156691933,27,0.88,0.15,0.888888888888889,1.59259259259259,0.740740740740741,3.66666666666667,0.037037037037037,0,1.03703703703704,0.592592592592593,0.037037037037037,0,0,"Contundido",-0.88,-0.8
"vanderlei",62121,"Vanderlei","277","gol",22.89,7.96666666666667,5.46666666666667,-2.02397648774955,6,6.73333333333333,9.2,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2.5,0,"Provável",1.42,8
"wellington",62129,"Wellington","293","mei",0.78,0.01875,-1.15,0.00332890917101526,16,0.0625,-0.0249999999999999,0.4375,3.5,0.875,3.25,0.0625,0,0.875,0.1875,0,0,0,"Provável",-0.01,0.6
"maicon",62968,"Maicon","282","ata",4.71,1.38,1.38,-1.18082729309682,10,0.0250000000000001,2.28333333333333,0.4,1,0.6,1.1,0.2,0.1,0.6,0.3,0,0,0,"Nulo",-0.45,-2
"werley",62974,"Werley","267","zag",0.78,0.557142857142857,-0.342857142857143,0.0190676941378661,7,-0.05,0.8,0.428571428571429,0.857142857142857,0.285714285714286,0.714285714285714,0,0.428571428571429,0.571428571428571,0,0,0,0,"Nulo",-1.05,0
