"","game","round","date","home_team","score","away_team","arena","X"
"58","58","6","11/06/2017 - 16:00","Vitória - BA","2 x 0","Atlético - MG","Manoel Barradas - Salvador - BA",""
"59","59","6","11/06/2017 - 16:00","Ponte Preta - SP","3 x 2","Chapecoense - SC","Moisés Lucarelli - Campinas - SP",""
"60","60","6","11/06/2017 - 16:00","Avaí - SC","1 x 1","Flamengo - RJ","Ressacada - Florianopolis - SC",""
"61","61","7","15/06/2017 - 21:00","Fluminense - RJ","0 x 2","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"62","62","7","14/06/2017 - 21:00","Flamengo - RJ","2 x 0","Ponte Preta - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"63","63","7","14/06/2017 - 21:45","Santos - SP","1 x 0","Palmeiras - SP","Vila Belmiro - Santos - SP",""
"64","64","7","14/06/2017 - 21:45","Corinthians - SP","1 x 0","Cruzeiro - MG","Arena Corinthians - Sao Paulo - SP",""
"65","65","7","14/06/2017 - 19:30","Atlético - MG","0 x 1","Atlético - PR","Independência - Belo Horizonte - MG",""
"66","66","7","15/06/2017 - 16:00","Coritiba - PR","0 x 0","Bahia - BA","Couto Pereira - Curitiba - PR",""
"67","67","7","14/06/2017 - 19:30","Sport - PE","0 x 0","São Paulo - SP","Ilha do Retiro - Recife - PE",""
"68","68","7","14/06/2017 - 19:30","Vitória - BA","2 x 2","Botafogo - RJ","Manoel Barradas - Salvador - BA",""
"69","69","7","14/06/2017 - 19:30","Atlético - GO","3 x 1","Avaí - SC","Olímpico Pedro Ludovico - Goiania - GO",""
"70","70","7","14/06/2017 - 21:45","Chapecoense - SC","2 x 1","Vasco da Gama - RJ","Arena Condá - Chapeco - SC",""
"71","71","8","18/06/2017 - 16:00","Fluminense - RJ","2 x 2","Flamengo - RJ","Maracanã - Rio de Janeiro - RJ",""
"72","72","8","17/06/2017 - 19:00","Vasco da Gama - RJ","1 x 0","Avaí - SC","São Januário - Rio de Janeiro - RJ",""
"73","73","8","17/06/2017 - 21:00","Santos - SP","0 x 0","Ponte Preta - SP","Pacaembu - Sao Paulo - SP",""
"74","74","8","18/06/2017 - 16:00","São Paulo - SP","1 x 2","Atlético - MG","Morumbi - Sao Paulo - SP",""
"75","75","8","19/06/2017 - 20:00","Cruzeiro - MG","3 x 3","Grêmio - RS","Mineirão - Belo Horizonte - MG",""
"76","76","8","18/06/2017 - 11:00","Coritiba - PR","0 x 0","Corinthians - SP","Couto Pereira - Curitiba - PR",""
"77","77","8","18/06/2017 - 19:00","Sport - PE","1 x 3","Vitória - BA","Ilha do Retiro - Recife - PE",""
"78","78","8","18/06/2017 - 16:00","Bahia - BA","2 x 4","Palmeiras - SP","Arena Fonte Nova - Salvador - BA",""
"79","79","8","17/06/2017 - 16:00","Atlético - GO","0 x 1","Atlético - PR","Olímpico Pedro Ludovico - Goiania - GO",""
"80","80","8","18/06/2017 - 16:00","Chapecoense - SC","0 x 2","Botafogo - RJ","Arena Condá - Chapeco - SC",""
"81","81","9","21/06/2017 - 21:00","Botafogo - RJ","3 x 1","Vasco da Gama - RJ","Nilton Santos - Rio de Janeiro - RJ",""
"82","82","9","22/06/2017 - 21:00","Flamengo - RJ","5 x 1","Chapecoense - SC","Luso Brasileiro - Rio de Janeiro - RJ",""
"83","83","9","21/06/2017 - 21:00","Palmeiras - SP","1 x 0","Atlético - GO","Allianz Parque - Sao Paulo - SP",""
"84","84","9","22/06/2017 - 19:30","Corinthians - SP","3 x 0","Bahia - BA","Arena Corinthians - Sao Paulo - SP",""
"85","85","9","21/06/2017 - 21:45","Atlético - MG","2 x 2","Sport - PE","Independência - Belo Horizonte - MG",""
"86","86","9","21/06/2017 - 21:45","Atlético - PR","1 x 0","São Paulo - SP","Arena da Baixada - Curitiba - PR",""
"87","87","9","22/06/2017 - 21:00","Grêmio - RS","2 x 0","Coritiba - PR","Arena do Grêmio - Porto Alegre - RS",""
"88","88","9","21/06/2017 - 19:30","Vitória - BA","0 x 2","Santos - SP","Manoel Barradas - Salvador - BA",""
"89","89","9","22/06/2017 - 19:30","Ponte Preta - SP","1 x 0","Cruzeiro - MG","Moisés Lucarelli - Campinas - SP",""
"90","90","9","21/06/2017 - 21:45","Avaí - SC","0 x 3","Fluminense - RJ","Ressacada - Florianopolis - SC",""
"91","91","10","26/06/2017 - 20:00","Botafogo - RJ","0 x 2","Avaí - SC","Nilton Santos - Rio de Janeiro - RJ",""
"92","92","10","25/06/2017 - 11:00","Vasco da Gama - RJ","1 x 0","Atlético - GO","São Januário - Rio de Janeiro - RJ",""
"93","93","10","24/06/2017 - 19:00","Santos - SP","0 x 1","Sport - PE","Vila Belmiro - Santos - SP",""
"94","94","10","25/06/2017 - 16:00","São Paulo - SP","1 x 1","Fluminense - RJ","Morumbi - Sao Paulo - SP",""
"95","95","10","25/06/2017 - 16:00","Cruzeiro - MG","2 x 0","Coritiba - PR","Mineirão - Belo Horizonte - MG",""
"96","96","10","25/06/2017 - 16:00","Atlético - PR","4 x 1","Vitória - BA","Arena da Baixada - Curitiba - PR",""
"97","97","10","25/06/2017 - 16:00","Grêmio - RS","0 x 1","Corinthians - SP","Arena do Grêmio - Porto Alegre - RS",""
"98","98","10","25/06/2017 - 18:30","Bahia - BA","0 x 1","Flamengo - RJ","Arena Fonte Nova - Salvador - BA",""
"99","99","10","25/06/2017 - 16:00","Ponte Preta - SP","1 x 2","Palmeiras - SP","Moisés Lucarelli - Campinas - SP",""
"100","100","10","25/06/2017 - 19:00","Chapecoense - SC","0 x 1","Atlético - MG","Arena Condá - Chapeco - SC",""
"101","101","11","03/07/2017 - 20:00","Fluminense - RJ","3 x 3","Chapecoense - SC","Giulite Coutinho - Mesquita - RJ",""
"102","102","11","02/07/2017 - 16:00","Flamengo - RJ","2 x 0","São Paulo - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"103","103","11","01/07/2017 - 16:00","Palmeiras - SP","1 x 0","Grêmio - RS","Pacaembu - Sao Paulo - SP",""
"104","104","11","02/07/2017 - 16:00","Corinthians - SP","1 x 0","Botafogo - RJ","Arena Corinthians - Sao Paulo - SP",""
"105","105","11","02/07/2017 - 16:00","Atlético - MG","3 x 1","Cruzeiro - MG","Independência - Belo Horizonte - MG",""
"106","106","11","02/07/2017 - 19:00","Coritiba - PR","2 x 2","Vasco da Gama - RJ","Durival Britto - Curitiba - PR",""
"107","107","11","02/07/2017 - 16:00","Sport - PE","1 x 0","Atlético - PR","Ilha do Retiro - Recife - PE",""
"108","108","11","02/07/2017 - 16:00","Vitória - BA","0 x 0","Bahia - BA","Manoel Barradas - Salvador - BA",""
"109","109","11","01/07/2017 - 19:00","Atlético - GO","1 x 1","Santos - SP","Olímpico Pedro Ludovico - Goiania - GO",""
"110","110","11","02/07/2017 - 19:00","Avaí - SC","0 x 0","Ponte Preta - SP","Ressacada - Florianopolis - SC",""
"111","111","12","09/07/2017 - 19:00","Botafogo - RJ","x","Atlético - MG","Nilton Santos - Rio de Janeiro - RJ",""
"112","112","12","08/07/2017 - 18:00","Vasco da Gama - RJ","x","Flamengo - RJ","São Januário - Rio de Janeiro - RJ",""
"113","113","12","09/07/2017 - 19:00","Santos - SP","x","São Paulo - SP","Vila Belmiro - Santos - SP",""
"114","114","12","08/07/2017 - 19:00","Corinthians - SP","x","Ponte Preta - SP","Arena Corinthians - Sao Paulo - SP",""
"115","115","12","09/07/2017 - 16:00","Cruzeiro - MG","x","Palmeiras - SP","Mineirão - Belo Horizonte - MG",""
"116","116","12","10/07/2017 - 20:00","Coritiba - PR","x","Sport - PE","Couto Pereira - Curitiba - PR",""
"117","117","12","09/07/2017 - 16:00","Grêmio - RS","x","Avaí - SC","Arena do Grêmio - Porto Alegre - RS",""
"118","118","12","09/07/2017 - 16:00","Bahia - BA","x","Fluminense - RJ","Arena Fonte Nova - Salvador - BA",""
"119","119","12","08/07/2017 - 16:00","Atlético - GO","x","Vitória - BA","Olímpico Pedro Ludovico - Goiania - GO",""
"120","120","12","09/07/2017 - 11:00","Chapecoense - SC","x","Atlético - PR","Arena Condá - Chapeco - SC",""
"121","121","13","12/07/2017 - 21:00","Fluminense - RJ","x","Botafogo - RJ","Maracanã - Rio de Janeiro - RJ",""
"122","122","13","13/07/2017 - 19:30","Flamengo - RJ","x","Grêmio - RS","Luso Brasileiro - Rio de Janeiro - RJ",""
"123","123","13","12/07/2017 - 21:45","Palmeiras - SP","x","Corinthians - SP","Allianz Parque - Sao Paulo - SP",""
"124","124","13","13/07/2017 - 19:30","São Paulo - SP","x","Atlético - GO","Morumbi - Sao Paulo - SP",""
"125","125","13","12/07/2017 - 19:30","Atlético - MG","x","Santos - SP","Independência - Belo Horizonte - MG",""
"126","126","13","12/07/2017 - 21:45","Atlético - PR","x","Cruzeiro - MG","Arena da Baixada - Curitiba - PR",""
"127","127","13","13/07/2017 - 21:00","Sport - PE","x","Chapecoense - SC","Ilha do Retiro - Recife - PE",""
"128","128","13","12/07/2017 - 21:45","Vitória - BA","x","Vasco da Gama - RJ","Manoel Barradas - Salvador - BA",""
"129","129","13","12/07/2017 - 19:30","Ponte Preta - SP","x","Bahia - BA","Moisés Lucarelli - Campinas - SP",""
"130","130","13","13/07/2017 - 19:30","Avaí - SC","x","Coritiba - PR","Ressacada - Florianopolis - SC",""
"131","131","14","17/07/2017 - 20:00","Botafogo - RJ","x","Sport - PE","Nilton Santos - Rio de Janeiro - RJ",""
"132","132","14","16/07/2017 - 16:00","Vasco da Gama - RJ","x","Santos - SP","São Januário - Rio de Janeiro - RJ",""
"133","133","14","16/07/2017 - 11:00","Palmeiras - SP","x","Vitória - BA","Allianz Parque - Sao Paulo - SP",""
"134","134","14","15/07/2017 - 19:00","Corinthians - SP","x","Atlético - PR","Arena Corinthians - Sao Paulo - SP",""
"135","135","14","16/07/2017 - 16:00","Cruzeiro - MG","x","Flamengo - RJ","Mineirão - Belo Horizonte - MG",""
"136","136","14","16/07/2017 - 19:00","Coritiba - PR","x","Fluminense - RJ","Couto Pereira - Curitiba - PR",""
"137","137","14","16/07/2017 - 16:00","Grêmio - RS","x","Ponte Preta - SP","Arena do Grêmio - Porto Alegre - RS",""
"138","138","14","16/07/2017 - 16:00","Bahia - BA","x","Avaí - SC","Pituaçu - Salvador - BA",""
"139","139","14","16/07/2017 - 19:00","Atlético - GO","x","Atlético - MG","Olímpico Pedro Ludovico - Goiania - GO",""
"140","140","14","16/07/2017 - 16:00","Chapecoense - SC","x","São Paulo - SP","Arena Condá - Chapeco - SC",""
"141","141","15","20/07/2017 - 21:00","Fluminense - RJ","x","Cruzeiro - MG","A definir",""
"142","142","15","19/07/2017 - 21:45","Flamengo - RJ","x","Palmeiras - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"143","143","15","19/07/2017 - 19:30","Santos - SP","x","Chapecoense - SC","Vila Belmiro - Santos - SP",""
"144","144","15","19/07/2017 - 21:45","São Paulo - SP","x","Vasco da Gama - RJ","Morumbi - Sao Paulo - SP",""
"145","145","15","19/07/2017 - 21:45","Atlético - MG","x","Bahia - BA","Independência - Belo Horizonte - MG",""
"146","146","15","20/07/2017 - 19:30","Atlético - PR","x","Botafogo - RJ","Arena da Baixada - Curitiba - PR",""
"147","147","15","20/07/2017 - 19:30","Sport - PE","x","Atlético - GO","Ilha do Retiro - Recife - PE",""
"148","148","15","19/07/2017 - 19:30","Vitória - BA","x","Grêmio - RS","Manoel Barradas - Salvador - BA",""
"149","149","15","19/07/2017 - 21:00","Ponte Preta - SP","x","Coritiba - PR","Moisés Lucarelli - Campinas - SP",""
"150","150","15","19/07/2017 - 21:00","Avaí - SC","x","Corinthians - SP","Ressacada - Florianopolis - SC",""
"151","151","16","22/07/2017 - 16:00","Vitória - BA","x","Chapecoense - SC","Manoel Barradas - Salvador - BA",""
"152","152","16","23/07/2017 - 11:00","Santos - SP","x","Bahia - BA","Pacaembu - Sao Paulo - SP",""
"153","153","16","22/07/2017 - 21:00","Flamengo - RJ","x","Coritiba - PR","Luso Brasileiro - Rio de Janeiro - RJ",""
"154","154","16","23/07/2017 - 11:00","Atlético - PR","x","Ponte Preta - SP","Arena da Baixada - Curitiba - PR",""
"155","155","16","23/07/2017 - 16:00","Fluminense - RJ","x","Corinthians - SP","A definir",""
"156","156","16","23/07/2017 - 16:00","Sport - PE","x","Palmeiras - SP","Ilha do Retiro - Recife - PE",""
"157","157","16","23/07/2017 - 16:00","Atlético - GO","x","Botafogo - RJ","Olímpico Pedro Ludovico - Goiania - GO",""
"158","158","16","23/07/2017 - 16:00","Avaí - SC","x","Cruzeiro - MG","Ressacada - Florianopolis - SC",""
"159","159","16","23/07/2017 - 19:00","Atlético - MG","x","Vasco da Gama - RJ","Independência - Belo Horizonte - MG",""
"160","160","16","24/07/2017 - 20:00","São Paulo - SP","x","Grêmio - RS","Morumbi - Sao Paulo - SP",""
"161","161","17","29/07/2017 - 16:00","Botafogo - RJ","x","São Paulo - SP","Nilton Santos - Rio de Janeiro - RJ",""
"162","162","17","29/07/2017 - 19:00","Palmeiras - SP","x","Avaí - SC","Allianz Parque - Sao Paulo - SP",""
"163","163","17","29/07/2017 - 21:00","Cruzeiro - MG","x","Vitória - BA","Mineirão - Belo Horizonte - MG",""
"164","164","17","30/07/2017 - 11:00","Chapecoense - SC","x","Atlético - GO","Arena Condá - Chapeco - SC",""
"165","165","17","30/07/2017 - 16:00","Corinthians - SP","x","Flamengo - RJ","Arena Corinthians - Sao Paulo - SP",""
"166","166","17","30/07/2017 - 16:00","Coritiba - PR","x","Atlético - MG","Couto Pereira - Curitiba - PR",""
"167","167","17","30/07/2017 - 16:00","Bahia - BA","x","Sport - PE","Arena Fonte Nova - Salvador - BA",""
"168","168","17","30/07/2017 - 16:00","Ponte Preta - SP","x","Fluminense - RJ","Moisés Lucarelli - Campinas - SP",""
"169","169","17","30/07/2017 - 19:00","Grêmio - RS","x","Santos - SP","Arena do Grêmio - Porto Alegre - RS",""
"170","170","17","31/07/2017 - 20:00","Vasco da Gama - RJ","x","Atlético - PR","São Januário - Rio de Janeiro - RJ",""
"171","171","18","02/08/2017 - 19:30","Sport - PE","x","Fluminense - RJ","Ilha do Retiro - Recife - PE",""
"172","172","18","02/08/2017 - 19:30","Chapecoense - SC","x","Bahia - BA","Arena Condá - Chapeco - SC",""
"173","173","18","02/08/2017 - 21:00","Atlético - MG","x","Corinthians - SP","Independência - Belo Horizonte - MG",""
"174","174","18","02/08/2017 - 21:00","Vitória - BA","x","Ponte Preta - SP","Manoel Barradas - Salvador - BA",""
"175","175","18","02/08/2017 - 21:45","Botafogo - RJ","x","Palmeiras - SP","Nilton Santos - Rio de Janeiro - RJ",""
"176","176","18","02/08/2017 - 21:45","Santos - SP","x","Flamengo - RJ","Pacaembu - Sao Paulo - SP",""
"177","177","18","02/08/2017 - 21:45","Atlético - GO","x","Grêmio - RS","Olímpico Pedro Ludovico - Goiania - GO",""
"178","178","18","03/08/2017 - 19:30","São Paulo - SP","x","Coritiba - PR","Morumbi - Sao Paulo - SP",""
"179","179","18","03/08/2017 - 19:30","Atlético - PR","x","Avaí - SC","Arena da Baixada - Curitiba - PR",""
"180","180","18","03/08/2017 - 21:00","Vasco da Gama - RJ","x","Cruzeiro - MG","São Januário - Rio de Janeiro - RJ",""
"181","181","19","05/08/2017 - 19:00","Corinthians - SP","x","Sport - PE","Arena Corinthians - Sao Paulo - SP",""
"182","182","19","06/08/2017 - 11:00","Flamengo - RJ","x","Vitória - BA","Luso Brasileiro - Rio de Janeiro - RJ",""
"183","183","19","06/08/2017 - 16:00","Palmeiras - SP","x","Atlético - PR","Allianz Parque - Sao Paulo - SP",""
"184","184","19","06/08/2017 - 16:00","Cruzeiro - MG","x","Botafogo - RJ","Mineirão - Belo Horizonte - MG",""
"185","185","19","06/08/2017 - 16:00","Coritiba - PR","x","Chapecoense - SC","Couto Pereira - Curitiba - PR",""
"186","186","19","06/08/2017 - 16:00","Grêmio - RS","x","Atlético - MG","Arena do Grêmio - Porto Alegre - RS",""
"187","187","19","06/08/2017 - 16:00","Bahia - BA","x","São Paulo - SP","Arena Fonte Nova - Salvador - BA",""
"188","188","19","06/08/2017 - 19:00","Ponte Preta - SP","x","Vasco da Gama - RJ","Moisés Lucarelli - Campinas - SP",""
"189","189","19","06/08/2017 - 19:00","Avaí - SC","x","Santos - SP","Ressacada - Florianopolis - SC",""
"190","190","19","07/08/2017 - 20:00","Fluminense - RJ","x","Atlético - GO","A definir",""
"191","191","20","12/08/2017 - 16:00","Atlético - GO","x","Coritiba - PR","Olímpico Pedro Ludovico - Goiania - GO",""
"192","192","20","12/08/2017 - 19:00","Vitória - BA","x","Avaí - SC","Manoel Barradas - Salvador - BA",""
"193","193","20","13/08/2017 - 11:00","São Paulo - SP","x","Cruzeiro - MG","Morumbi - Sao Paulo - SP",""
"194","194","20","13/08/2017 - 16:00","Vasco da Gama - RJ","x","Palmeiras - SP","São Januário - Rio de Janeiro - RJ",""
"195","195","20","13/08/2017 - 16:00","Santos - SP","x","Fluminense - RJ","Vila Belmiro - Santos - SP",""
"196","196","20","13/08/2017 - 16:00","Atlético - MG","x","Flamengo - RJ","Independência - Belo Horizonte - MG",""
"197","197","20","13/08/2017 - 16:00","Atlético - PR","x","Bahia - BA","Arena da Baixada - Curitiba - PR",""
"198","198","20","13/08/2017 - 19:00","Botafogo - RJ","x","Grêmio - RS","Nilton Santos - Rio de Janeiro - RJ",""
"199","199","20","14/08/2017 - 20:00","Sport - PE","x","Ponte Preta - SP","Ilha do Retiro - Recife - PE",""
"200","200","20","23/08/2017 - 19:30","Chapecoense - SC","x","Corinthians - SP","Arena Condá - Chapeco - SC",""
