"","game","round","date","home_team","score","away_team","arena","X"
"117","117","12","29/06/2016 - 21:45","América - MG","0 x 2","Corinthians - SP","Independência - Belo Horizonte - MG",""
"118","118","12","30/06/2016 - 19:30","Santa Cruz - PE","0 x 3","Ponte Preta - SP","Arruda - Recife - PE",""
"119","119","12","30/06/2016 - 19:30","Palmeiras - SP","4 x 0","Figueirense - SC","Allianz Parque - Sao Paulo - SP",""
"120","120","12","30/06/2016 - 21:00","Atlético - MG","5 x 3","Botafogo - RJ","Mineirão - Belo Horizonte - MG",""
"121","121","13","02/07/2016 - 16:00","Fluminense - RJ","0 x 0","Coritiba - PR","Raulino de Oliveira - Volta Redonda - RJ",""
"122","122","13","02/07/2016 - 18:30","Atlético - PR","1 x 0","América - MG","Arena da Baixada - Curitiba - PR",""
"123","123","13","03/07/2016 - 11:00","Cruzeiro - MG","2 x 2","Vitória - BA","Mineirão - Belo Horizonte - MG",""
"124","124","13","03/07/2016 - 11:00","Internacional - RS","0 x 1","Grêmio - RS","Beira Rio - Porto Alegre - RS",""
"125","125","13","03/07/2016 - 16:00","Santos - SP","3 x 0","Chapecoense - SC","Vila Belmiro - Santos - SP",""
"126","126","13","03/07/2016 - 16:00","Botafogo - RJ","2 x 1","Santa Cruz - PE","Mário Helênio - Juiz de Fora - MG",""
"127","127","13","03/07/2016 - 16:00","Corinthians - SP","4 x 0","Flamengo - RJ","Arena Corinthians - Sao Paulo - SP",""
"128","128","13","03/07/2016 - 16:00","Ponte Preta - SP","1 x 0","São Paulo - SP","Moisés Lucarelli - Campinas - SP",""
"129","129","13","03/07/2016 - 19:00","Figueirense - SC","1 x 1","Atlético - MG","Orlando Scarpelli - Florianopolis - SC",""
"130","130","13","04/07/2016 - 20:00","Sport - PE","1 x 3","Palmeiras - SP","Ilha do Retiro - Recife - PE",""
"131","131","14","10/07/2016 - 11:00","Flamengo - RJ","2 x 0","Atlético - MG","Mané Garrincha - Brasilia - DF",""
"132","132","14","09/07/2016 - 16:30","Chapecoense - SC","0 x 2","Corinthians - SP","Arena Condá - Chapeco - SC",""
"133","133","14","12/07/2016 - 20:30","Palmeiras - SP","1 x 1","Santos - SP","Allianz Parque - Sao Paulo - SP",""
"134","134","14","09/07/2016 - 21:00","Ponte Preta - SP","2 x 1","Sport - PE","Moisés Lucarelli - Campinas - SP",""
"135","135","14","09/07/2016 - 16:30","Coritiba - PR","0 x 0","Botafogo - RJ","Couto Pereira - Curitiba - PR",""
"136","136","14","10/07/2016 - 11:00","Grêmio - RS","2 x 1","Figueirense - SC","Arena do Grêmio - Porto Alegre - RS",""
"137","137","14","10/07/2016 - 16:00","São Paulo - SP","3 x 0","América - MG","Morumbi - Sao Paulo - SP",""
"138","138","14","10/07/2016 - 19:30","Vitória - BA","0 x 0","Fluminense - RJ","Manoel Barradas - Salvador - BA",""
"139","139","14","10/07/2016 - 16:00","Santa Cruz - PE","1 x 0","Internacional - RS","Arruda - Recife - PE",""
"140","140","14","11/07/2016 - 20:00","Cruzeiro - MG","0 x 3","Atlético - PR","Mineirão - Belo Horizonte - MG",""
"141","141","15","16/07/2016 - 16:00","Botafogo - RJ","3 x 3","Flamengo - RJ","Luso Brasileiro - Rio de Janeiro - RJ",""
"142","142","15","16/07/2016 - 18:30","Santos - SP","3 x 1","Ponte Preta - SP","Vila Belmiro - Santos - SP",""
"143","143","15","17/07/2016 - 11:00","América - MG","0 x 3","Santa Cruz - PE","Independência - Belo Horizonte - MG",""
"144","144","15","17/07/2016 - 16:00","Figueirense - SC","1 x 1","Chapecoense - SC","Orlando Scarpelli - Florianopolis - SC",""
"145","145","15","17/07/2016 - 16:00","Atlético - PR","1 x 1","Vitória - BA","Arena da Baixada - Curitiba - PR",""
"146","146","15","17/07/2016 - 16:00","Corinthians - SP","1 x 1","São Paulo - SP","Arena Corinthians - Sao Paulo - SP",""
"147","147","15","17/07/2016 - 16:00","Internacional - RS","0 x 1","Palmeiras - SP","Beira Rio - Porto Alegre - RS",""
"148","148","15","17/07/2016 - 16:00","Fluminense - RJ","2 x 0","Cruzeiro - MG","Giulite Coutinho - Mesquita - RJ",""
"149","149","15","17/07/2016 - 18:30","Sport - PE","4 x 2","Grêmio - RS","Ilha do Retiro - Recife - PE",""
"150","150","15","18/07/2016 - 20:00","Atlético - MG","2 x 1","Coritiba - PR","Independência - Belo Horizonte - MG",""
"151","151","16","23/07/2016 - 16:00","Corinthians - SP","1 x 1","Figueirense - SC","Arena Corinthians - Sao Paulo - SP",""
"152","152","16","23/07/2016 - 18:30","Santa Cruz - PE","0 x 1","Coritiba - PR","Arruda - Recife - PE",""
"153","153","16","24/07/2016 - 11:00","Palmeiras - SP","0 x 1","Atlético - MG","Allianz Parque - Sao Paulo - SP",""
"154","154","16","24/07/2016 - 11:00","Ponte Preta - SP","2 x 2","Internacional - RS","Moisés Lucarelli - Campinas - SP",""
"155","155","16","24/07/2016 - 16:00","Cruzeiro - MG","1 x 2","Sport - PE","Mineirão - Belo Horizonte - MG",""
"156","156","16","24/07/2016 - 16:00","Grêmio - RS","1 x 0","São Paulo - SP","Arena do Grêmio - Porto Alegre - RS",""
"157","157","16","24/07/2016 - 16:00","Atlético - PR","1 x 0","Fluminense - RJ","Arena da Baixada - Curitiba - PR",""
"158","158","16","24/07/2016 - 16:00","Chapecoense - SC","2 x 1","Botafogo - RJ","Arena Condá - Chapeco - SC",""
"159","159","16","24/07/2016 - 18:30","Vitória - BA","2 x 3","Santos - SP","Manoel Barradas - Salvador - BA",""
"160","160","16","25/07/2016 - 20:00","Flamengo - RJ","2 x 1","América - MG","Kleber Andrade - Cariacica - ES",""
"161","161","17","30/07/2016 - 18:30","Figueirense - SC","1 x 0","Vitória - BA","Orlando Scarpelli - Florianopolis - SC",""
"162","162","17","30/07/2016 - 18:30","Sport - PE","2 x 0","Atlético - PR","Ilha do Retiro - Recife - PE",""
"163","163","17","30/07/2016 - 21:00","Atlético - MG","3 x 0","Santa Cruz - PE","Independência - Belo Horizonte - MG",""
"164","164","17","31/07/2016 - 11:00","Fluminense - RJ","3 x 0","Ponte Preta - SP","Giulite Coutinho - Mesquita - RJ",""
"165","165","17","31/07/2016 - 11:00","São Paulo - SP","2 x 2","Chapecoense - SC","Morumbi - Sao Paulo - SP",""
"166","166","17","31/07/2016 - 16:00","Santos - SP","2 x 0","Cruzeiro - MG","Vila Belmiro - Santos - SP",""
"167","167","17","31/07/2016 - 16:00","Internacional - RS","0 x 1","Corinthians - SP","Beira Rio - Porto Alegre - RS",""
"168","168","17","31/07/2016 - 16:00","Coritiba - PR","0 x 2","Flamengo - RJ","Couto Pereira - Curitiba - PR",""
"169","169","17","31/07/2016 - 18:30","América - MG","0 x 0","Grêmio - RS","Independência - Belo Horizonte - MG",""
"170","170","17","31/07/2016 - 18:30","Botafogo - RJ","3 x 1","Palmeiras - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"171","171","18","04/08/2016 - 19:30","São Paulo - SP","x","Atlético - MG","Morumbi - Sao Paulo - SP",""
"172","172","18","04/08/2016 - 21:00","Cruzeiro - MG","x","Internacional - RS","Independência - Belo Horizonte - MG",""
"173","173","18","03/08/2016 - 19:30","Vitória - BA","x","Coritiba - PR","Jóia da Princesa - Feira de Santana - BA",""
"174","174","18","03/09/2016 - 16:00","Fluminense - RJ","x","Figueirense - SC","Giulite Coutinho - Mesquita - RJ",""
"175","175","18","03/08/2016 - 19:30","Sport - PE","x","América - MG","Ilha do Retiro - Recife - PE",""
"176","176","18","03/08/2016 - 21:45","Santos - SP","x","Flamengo - RJ","Arena Pantanal - Cuiaba - MT",""
"177","177","18","03/08/2016 - 21:45","Atlético - PR","x","Corinthians - SP","Arena da Baixada - Curitiba - PR",""
"178","178","18","04/08/2016 - 19:15","Ponte Preta - SP","x","Botafogo - RJ","Moisés Lucarelli - Campinas - SP",""
"179","179","18","04/08/2016 - 19:30","Grêmio - RS","x","Santa Cruz - PE","Arena do Grêmio - Porto Alegre - RS",""
"180","180","18","04/08/2016 - 21:30","Chapecoense - SC","x","Palmeiras - SP","Arena Condá - Chapeco - SC",""
"181","181","19","08/08/2016 - 21:00","Corinthians - SP","x","Cruzeiro - MG","Pacaembu - Sao Paulo - SP",""
"182","182","19","06/08/2016 - 18:30","Flamengo - RJ","x","Atlético - PR","Kleber Andrade - Cariacica - ES",""
"183","183","19","07/08/2016 - 11:00","América - MG","x","Santos - SP","Independência - Belo Horizonte - MG",""
"184","184","19","07/08/2016 - 11:00","Figueirense - SC","x","Sport - PE","Orlando Scarpelli - Florianopolis - SC",""
"185","185","19","07/08/2016 - 16:00","Palmeiras - SP","x","Vitória - BA","Allianz Parque - Sao Paulo - SP",""
"186","186","19","07/08/2016 - 16:00","Coritiba - PR","x","Ponte Preta - SP","Couto Pereira - Curitiba - PR",""
"187","187","19","07/08/2016 - 16:15","Internacional - RS","x","Fluminense - RJ","Beira Rio - Porto Alegre - RS",""
"188","188","19","07/08/2016 - 16:15","Santa Cruz - PE","x","São Paulo - SP","Arruda - Recife - PE",""
"189","189","19","04/09/2016 - 18:30","Botafogo - RJ","x","Grêmio - RS","Luso Brasileiro - Rio de Janeiro - RJ",""
"190","190","19","08/08/2016 - 20:00","Atlético - MG","x","Chapecoense - SC","Independência - Belo Horizonte - MG",""
"191","191","20","13/08/2016 - 16:00","Vitória - BA","x","Santa Cruz - PE","Manoel Barradas - Salvador - BA",""
"192","192","20","13/08/2016 - 18:30","Ponte Preta - SP","x","Figueirense - SC","Moisés Lucarelli - Campinas - SP",""
"193","193","20","13/08/2016 - 21:00","Sport - PE","x","Flamengo - RJ","Ilha do Retiro - Recife - PE",""
"194","194","20","14/08/2016 - 11:00","Fluminense - RJ","x","América - MG","A definir",""
"195","195","20","14/08/2016 - 11:00","Grêmio - RS","x","Corinthians - SP","Arena do Grêmio - Porto Alegre - RS",""
"196","196","20","14/08/2016 - 16:00","Santos - SP","x","Atlético - MG","Vila Belmiro - Santos - SP",""
"197","197","20","14/08/2016 - 16:00","Cruzeiro - MG","x","Coritiba - PR","A definir",""
"198","198","20","14/08/2016 - 16:15","São Paulo - SP","x","Botafogo - RJ","Morumbi - Sao Paulo - SP",""
"199","199","20","14/08/2016 - 18:30","Atlético - PR","x","Palmeiras - SP","Arena da Baixada - Curitiba - PR",""
"200","200","20","15/08/2016 - 20:00","Chapecoense - SC","x","Internacional - RS","Arena Condá - Chapeco - SC",""
"201","201","21","20/08/2016 - 16:00","Corinthians - SP","x","Vitória - BA","A definir",""
"202","202","21","20/08/2016 - 18:30","América - MG","x","Chapecoense - SC","Independência - Belo Horizonte - MG",""
"203","203","21","20/08/2016 - 21:00","Botafogo - RJ","x","Sport - PE","A definir",""
"204","204","21","21/08/2016 - 11:00","Flamengo - RJ","x","Grêmio - RS","A definir",""
"205","205","21","21/08/2016 - 11:00","Atlético - MG","x","Atlético - PR","Independência - Belo Horizonte - MG",""
"206","206","21","21/08/2016 - 16:00","Palmeiras - SP","x","Ponte Preta - SP","Allianz Parque - Sao Paulo - SP",""
"207","207","21","21/08/2016 - 16:00","Internacional - RS","x","São Paulo - SP","Beira Rio - Porto Alegre - RS",""
"208","208","21","21/08/2016 - 16:00","Santa Cruz - PE","x","Fluminense - RJ","Arruda - Recife - PE",""
"209","209","21","21/08/2016 - 18:30","Figueirense - SC","x","Cruzeiro - MG","Orlando Scarpelli - Florianopolis - SC",""
"210","210","21","22/08/2016 - 20:00","Coritiba - PR","x","Santos - SP","Couto Pereira - Curitiba - PR",""
